No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,time 2,time 1,delay 1,delay 2,jitter
20228,304.672515,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15439941 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20229,304.674325,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15441321 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20230,304.674428,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15442701 Win=258048 Len=0,,,,,,,,,,,
20231,304.69583,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15442701 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20232,304.741277,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15444081 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20233,304.741384,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15445461 Win=258048 Len=0,,,,,,,,,,,
20234,304.928972,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15445461 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20235,304.980587,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15446841 Win=256512 Len=0,,,,,,,,,,,
20236,305.064948,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15446841 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20237,305.121886,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15448221 Win=255232 Len=0,,,,,,,,,,,
20238,305.231069,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15448221 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20239,305.293135,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15449601 Win=253696 Len=0,,,,,,,,,,,
20240,305.37126,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15449601 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20241,305.398676,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15450981 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20242,305.398783,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15452361 Win=251136 Len=0,,,,,,,,,,,
20243,305.434861,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15452361 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20244,305.441241,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15453741 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20245,305.441349,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15455121 Win=248320 Len=0,,,,,,,,,,,
20246,305.454782,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15455121 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20247,305.458515,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15456501 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20248,305.458618,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15457881 Win=245504 Len=0,,,,,,,,,,,
20249,305.472847,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15457881 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20250,305.474387,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15459261 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20251,305.474486,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15460641 Win=242688 Len=0,,,,,,,,,,,
20252,305.496841,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15460641 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20253,305.558725,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15462021 Win=241408 Len=0,,,,,,,,,,,
20254,305.57156,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15462021 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20255,305.596882,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15463401 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20256,305.596997,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15464781 Win=238592 Len=0,,,,,,,,,,,
20257,305.687121,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15464781 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20258,305.687318,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15466161 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20259,305.687427,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15467541 Win=235776 Len=0,,,,,,,,,,,
20260,305.688581,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15467541 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20261,305.688862,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15468921 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20262,305.688913,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15470301 Win=233216 Len=0,,,,,,,,,,,
20263,305.702084,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15470301 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20264,305.761864,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15471681 Win=231680 Len=0,,,,,,,,,,,
20265,305.838913,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15471681 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20266,305.842565,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15473061 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20267,305.842671,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15474441 Win=228864 Len=0,,,,,,,,,,,
20268,305.912067,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15474441 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20269,305.965037,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15475821 Win=227584 Len=0,,,,,,,,,,,
20270,306.751421,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15475821 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20271,306.771211,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15477201 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20272,306.771317,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15478581 Win=224768 Len=0,,,,,,,,,,,
20273,306.811999,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15478581 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20274,306.871385,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15479961 Win=223488 Len=0,,,,,,,,,,,
20275,306.948749,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15479961 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20276,306.987212,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15481341 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20277,306.98732,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15482721 Win=220672 Len=0,,,,,,,,,,,
20278,307.078866,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15482721 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20279,307.137061,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15484101 Win=219392 Len=0,,,,,,,,,,,
20280,307.171525,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15484101 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20281,307.221287,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15485481 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20282,307.221397,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15486861 Win=216576 Len=0,,,,,,,,,,,
20283,307.312881,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15486861 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20284,307.371412,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15488241 Win=215040 Len=0,,,,,,,,,,,
20285,307.372699,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15488241 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20286,307.433936,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15489621 Win=213760 Len=0,,,,,,,,,,,
20287,307.476954,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15489621 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20288,307.527694,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15491001 Win=212480 Len=0,,,,,,,,,,,
20289,307.560039,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15491001 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20290,307.608885,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15492381 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20291,307.608992,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15493761 Win=209664 Len=0,,,,,,,,,,,
20292,307.716618,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15493761 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20293,307.726493,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15495141 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20294,307.726599,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15496521 Win=206848 Len=0,,,,,,,,,,,
20295,307.841682,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15496521 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20296,307.845934,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15497901 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20297,307.846037,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15499281 Win=204032 Len=0,,,,,,,,,,,
20298,307.892836,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15499281 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20299,307.916822,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15500661 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20300,307.916929,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15502041 Win=201472 Len=0,,,,,,,,,,,
20301,307.921878,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15502041 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20302,307.922632,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15503421 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20303,307.922739,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15504801 Win=198656 Len=0,,,,,,,,,,,
20304,308.034917,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15504801 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20305,308.090245,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15506181 Win=197120 Len=0,,,,,,,,,,,
20306,308.098705,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15506181 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20307,308.128832,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15507561 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20308,308.12894,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15508941 Win=194560 Len=0,,,,,,,,,,,
20309,308.132536,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15508941 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20310,308.136788,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15510321 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20311,308.136838,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15511701 Win=191744 Len=0,,,,,,,,,,,
20312,308.162975,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15511701 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20313,308.163398,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15513081 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20314,308.163398,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15514461 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20315,308.163482,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15515841 Win=187648 Len=0,,,,,,,,,,,
20316,308.19877,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15515841 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20317,308.198883,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15517221 Win=186112 Len=0,,,,,,,,,,,
20318,308.200981,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15517221 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20319,308.227558,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15518601 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20320,308.227674,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15519981 Win=183296 Len=0,,,,,,,,,,,
20321,308.231162,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15519981 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20322,308.293391,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15521361 Win=182016 Len=0,,,,,,,,,,,
20323,308.304835,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15521361 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20324,308.338818,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15522741 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20325,308.338944,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15524121 Win=179200 Len=0,,,,,,,,,,,
20326,308.40888,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15524121 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20327,308.416855,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15525501 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20328,308.41696,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15526881 Win=176640 Len=0,,,,,,,,,,,
20329,308.418096,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15526881 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20330,308.438786,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15528261 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20331,308.438895,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15529641 Win=173824 Len=0,,,,,,,,,,,
20332,308.440857,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15529641 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20333,308.446818,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15531021 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20334,308.446954,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15532401 Win=172288 Len=0,,,,,,,,,,,
20335,308.448864,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15532401 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20336,308.451355,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15533781 Ack=29549 Win=124672 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20337,308.451471,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15535161 Win=172288 Len=0,,,,,,,,,,,
20338,308.476846,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15535161 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20339,308.527785,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15536541 Win=172288 Len=0,,,,,,,,,,,
20340,308.622957,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15536541 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20341,308.684041,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15537921 Win=171008 Len=0,,,,,,,,,,,
20342,308.704842,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15537921 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20343,308.706788,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15539301 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20344,308.706916,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15540681 Win=168192 Len=0,,,,,,,,,,,
20345,308.722831,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15540681 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20346,308.731235,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15542061 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20347,308.731342,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15543441 Win=168192 Len=0,,,,,,,,,,,
20348,308.731957,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15543441 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20349,308.74127,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15544821 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20350,308.741378,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15546201 Win=168192 Len=0,,,,,,,,,,,
20351,308.825107,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15546201 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20352,308.825404,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15547581 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20353,308.825531,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15548961 Win=165376 Len=0,,,,,,,,,,,
20354,308.831228,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15548961 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20355,308.836627,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15550341 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20356,308.836732,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15551721 Win=165376 Len=0,,,,,,,,,,,
20357,308.837932,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15551721 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20358,308.842966,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15553101 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20359,308.843079,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15554481 Win=165376 Len=0,,,,,,,,,,,
20360,308.866964,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15554481 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20361,308.881906,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15555861 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20362,308.882031,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15557241 Win=165376 Len=0,,,,,,,,,,,
20363,308.963039,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15557241 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20364,308.96471,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15558621 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20365,308.964821,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15560001 Win=165376 Len=0,,,,,,,,,,,
20366,308.965036,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15560001 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20367,308.971261,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15561381 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20368,308.97137,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15562761 Win=165376 Len=0,,,,,,,,,,,
20369,309.036987,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15562761 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20370,309.059438,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15564141 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20371,309.059558,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15565521 Win=164096 Len=0,,,,,,,,,,,
20372,309.059742,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15565521 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20373,309.072995,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15566901 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20374,309.073104,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15568281 Win=164096 Len=0,,,,,,,,,,,
20375,309.074232,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15568281 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20376,309.091296,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15569661 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20377,309.091412,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15571041 Win=164096 Len=0,,,,,,,,,,,
20378,309.101219,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15571041 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20379,309.111956,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15572421 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
20380,309.112063,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=29549 Ack=15573801 Win=164096 Len=0,,,,,,,,,,,
20381,309.118627,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=15573801 Ack=29549 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
